aid	bvid	created	title	length	description	play	comment	review	coin	danmaku	favorite	like	reply	share
56600301	BV1b4411g7ir	1561298104	【又见西非】同样面对侵略，非洲却不像中国总有站出来抵抗的英雄	15:29	又见西非·许铁兵·第三期：历史法统	207154	1963	1760	2289	1760	1938	6915	1963	268
77565983	BV1cJ411X7Bp	1575195531	【又见法国】法国：虽然我军队上街巡逻，但你中国才是警察国家	13:38	又见法国·第三期：媒体现实的真与假	1505458	5251	10467	17189	10467	14630	53960	5251	4461
55268032	BV134411K77B	1560245881	【又见俄罗斯】【冯绍雷】【合集补完】【共八集】	90:20	又见俄罗斯·冯绍雷	272423	833	4534	4463	4538	11112	7631	833	609
39002878	BV1nt411C7Vi	1545739058	又见印度：美国：跟着我一起坑中国；印度：凭什么我做小弟？	11:07	又见印度系列第九集：美印关系	663403	1258	3621	4552	3621	3352	10556	1258	742
81909298	BV16J411j78y	1578049119	【答案13】郑若麟潘妮妮毛克疾圆桌会：那些国那些事	22:03	观视频2019答案年终秀圆桌会 郑若麟潘妮妮毛克疾：那些国那些事	210237	648	4446	1405	4446	2355	7805	648	310
75369978	BV15E411e7xo	1573478446	【又见巴西】中国和巴西，发展中国家里的北乔峰南慕容？	10:34	又见巴西·第七期：中巴关系	218192	830	1491	939	1491	1087	7703	830	189
37338044	BV1Rt411D7LR	1543833210	又见印度：中国人最难以理解印度的一点，就是种姓制度	16:21	又见印度第一集：种姓之争	624524	3034	9138	4162	9138	5229	12571	3034	2029
78045688	BV13J411B7Lf	1575461829	【又见法国】我们法国媒体是专业的，从不操纵选举，除非忍不住	15:42	又见法国·第四期：总统选举的表与里	491676	3277	6375	7143	6375	5353	23119	3277	2511
74159045	BV11E41187gw	1572609141	【又见巴西】美国：美洲有个种族大熔炉……巴西：没错，正是在下	16:58	又见巴西·第三期：种族融合	188214	550	1369	770	1369	1187	6654	550	121
38222181	BV1Bt411i7gh	1544872683	又见印度：印度一心想做大国，却没学会中国的“韬光养晦”	08:52	又见印度第六集：大国情结	392273	1402	4042	3232	4042	2373	7560	1402	503
22522354	BV13W411L7hu	1524567858	历史上崛起过无数帝国，为何只有中国保持住了大一统？	12:31	范勇鹏老师的又见中国系列第一集	358232	3685	4579	4767	4579	5209	5064	3685	1012
75578036	BV1QJ411S7ZT	1573653310	【又见巴西】心飘向了美国，身体却离不开中国，巴西该怎么办？	15:38	又见巴西·第八期：外交策略	267989	765	1545	1352	1545	1212	8812	765	195
77434409	BV1EJ411Q7kY	1575022990	【又见法国】从造超音速飞机变成造奶酪，法国工业还有救吗？	11:30	又见法国·第二期：工业强国的今与夕	349369	1893	5152	3370	5152	3003	14836	1893	958
32927327	BV1DW411m74b	1538477104	又见日本：当年跟着美国签下广场协议，日本还以为占了便宜	16:00	又见日本第四集：日本经济泡沫	297827	3087	3901	2999	3901	3604	5749	3087	1387
59196080	BV1Ft41157bX	1563116449	【合集】又见欧洲【郑若麟·宋鲁郑·范勇鹏】【2017】【19集】	215:43	2017年合集【又见欧洲】	775968	2305	29437	21798	29437	33361	24758	2305	10626
59041699	BV1Gt411V7Fj	1563024614	【又见西非】西方整死了卡扎菲，结果却养活了非洲的恐怖主义	18:01	又见西非·许铁兵·第八集：区域安全	436448	950	1375	1783	1375	2637	8288	950	236
37994004	BV1Mt411B7qL	1544602387	又见印度：今天，我印度也要当基建狂魔！	09:57	又见印度系列第五集：经济改革	470259	1121	3325	2549	3325	2331	7694	1121	453
60029441	BV1dt411n7dd	1563635760	【又见西非】非洲在一个方面赶上了西方水平：选举的复杂程度	05:54	又见西非·许铁兵：区域选举	180033	551	371	727	371	849	5077	551	127
25004239	BV1wW411c72w	1529135099	当我问起普京俄罗斯在东方西方之间该怎么选时，他笑了笑……	10:42	又见俄罗斯第五集：俄国东西方之辩	439343	1409	2280	858	2280	2202	4137	1409	245
46089090	BV1db411e7jf	1552387894	又见日本：日本文化也讲情与义，但在中国人眼里总觉得哪里画风不对？	10:27	又见日本：日本文化中的“义理”与“人情”	197489	2294	2538	2509	2538	2329	5828	2294	548
77239245	BV1wJ41197Ls	1574862698	【又见法国】法国曾是思想大国，但现在满脑子都是政治正确	16:12	又见法国·第一期：思想文化的兴与衰	943879	4846	14237	17662	14237	14033	39943	4846	6634
33555602	BV1st411f7cW	1539170663	又见日本：在中国吹上天的工匠精神，背后却是日本人的心酸史	08:28	日本人的工匠精神究竟怎么来的?	359397	3523	2196	4108	2196	4394	6878	3523	1452
795209921	BV1zC4y1s7fs	1586167025	【这就是中国】郑若麟：面对新冠疫情，法国为什么一错再错？	06:25	张维为《这就是中国》第五十一期精彩片段5	184443	731	1541	725	1541	754	12210	731	258
37613361	BV14t411S7fr	1544176556	又见印度：十几亿人的国家保持不分裂有多难？看看印度！	10:54	又见印度第三集：民族主义	681827	2528	6871	4533	6873	4149	12759	2528	930
32399373	BV1mW411z76r	1537783906	又见日本：所谓日本吸取了中国文化，是真心的吗？	10:01	又见日本系列第一集：日本人眼里的中国	214133	2479	2788	2550	2788	2629	4870	2479	624
55804075	BV1b441157T4	1560686688	【又见西非】当我们展开非洲画卷，先读到的却全是英国法国的历史	15:24	又见西非第一期：地区鸟瞰	138992	1465	1378	1863	1378	1648	5686	1465	238
31961698	BV1NW411C7ft	1537239080	又见面啦！	01:24	18日上午，韩国总统文在寅偕夫人乘专机抵达平壤，金正恩夫妇亲赴机场迎接。文在寅与金正恩将在18日至20日举行会晤。此次会晤，是金正恩、文在寅两人半年内第三次见面。同时，文在寅成为了继金大中、卢武铉之后，第三位赴平壤与朝方领导人会晤的韩国在任总统。	72793	52	4	162	4	208	1871	52	88
81173590	BV1QJ411a7LW	1577622259	【答案10】郑若麟演讲完整版：法国——伟大与衰落齐飞	20:21	观视频2019答案年终秀  郑若麟演讲全场完整版：伟大与衰落齐飞	312976	1354	6731	4586	6731	5192	15063	1354	1230
46834133	BV1Kb411J7bz	1553080513	又见日本：今天所谓的“小鲜肉”，在当年的日本却是一种进步文化？	10:18	又见日本·第二弹·第五期：男性偶像文化	192026	1694	2053	1569	2053	1695	4859	1694	446
21871915	BV1tW411K7Zn	1523265391	不要对特朗普估计过高 他打贸易战就是给自己解套	08:43	陈平老师：不要对特朗普估计过高 他打贸易战就是给自己解套，博取眼球。	391635	2090	3357	2890	3357	4753	6825	2090	2024
45971126	BV1Eb411e7iL	1552279661	眉山论剑：取代美国？中国还没傻到替世界老大背锅！	10:55	眉山论剑：陈平老师从欧洲历史角度讨论修昔底德陷阱问题	604563	1673	3561	5945	3561	5113	14951	1673	1112
66709706	BV1E4411y7tJ	1567677489	【眉山论剑·番外】艺术和科学，都需要中国年轻人来超越西方	10:01	陈平·眉山论画系列第四期	174843	634	1218	3486	1219	3124	8962	634	992
68853278	BV1cJ411u76X	1569399315	【眉山论剑】香港暴露出的问题，为我们去掉了一个错误答案	09:41	眉山论剑：用香港检视西方理论	762132	1420	4696	9220	4696	6503	23626	1421	3198
35756091	BV1gt411U7mP	1541933752	张维为演讲：改革开放40年，今天的中国经得起任何人比较	30:56	11月2日“一勺思想圆桌会·选择的智慧——40年改革路”现场活动上半场：张维为教授演讲部分。后续的问答、陈平老师的演讲等部分我们也会逐步更新！	154334	2	0	5930	0	3902	6359	2	1587
60438732	BV1St41177hX	1563882062	【眉山论剑】西方人玩的诺贝尔经济学奖这套，中国人何必被牵着走？	14:21	眉山论剑：如何看待“双轨制发明者”之争？	222657	947	1459	6293	1459	3620	11603	947	694
837601729	BV1Sg4y1b79Q	1585658009	【眉山论剑】美国欧洲的危机势必要爆发，有些事我更要提醒大家	06:41	眉山论剑·陈平：疫情引发美欧金融危机	1245354	5310	14011	29881	14017	16920	64876	5310	23750
65599896	BV1q4411B7vW	1566901507	【眉山论剑】香港人以为学英美制度，房价问题就自动解决了？	09:28	眉山论剑·陈平：香港高房价到底是谁造成的？	409948	1777	4806	6246	4806	4414	14610	1777	2695
85434652	BV1y7411r7QW	1580210319	【眉山论剑】教育医疗养老，是否已经成为中国新的“三座大山”？	11:04	眉山论剑：走出去探索化解“三座大山”新路	411263	1721	3098	5791	3098	5286	20507	1721	2238
19466392	BV1nW411E7N7	1518360523	当中国人过圣诞节比西方人还起劲时，犹太人却在宣传他们有5700年历史	10:32	#眉山论剑#陈平老师春节红包1：恢复传统历法重振民族自信	527523	4361	6368	5283	6368	4541	12448	4361	1266
30540363	BV1Fs411c7Ms	1535452089	眉山论剑：总说中国国企太多，那是不懂美国国企有多强大	07:02	眉山论剑8.28：这一次陈老师与大家谈一谈中国国企的问题。今天中国国企究竟竞争力如何？	227893	1668	1343	2098	1343	2504	4821	1668	702
69586651	BV1mE411X7Qb	1569925226	【眉山论剑】新中国70年，我们重新学习怎么当一个强国	09:04	眉山论剑·陈平：新中国的军事业绩	336088	46	49	9362	49	4707	19361	46	1396
33973458	BV1rt411Z7i3	1539689485	最懂“西方那一套”的两个男人，他们来了！	00:53	11月2日，上海商城剧院，我们将举办“选择的智慧——40年改革路”主题演讲活动，请来张维为、陈平两位嘉宾为大家解读改革开放40年中国所经历的风雨沉浮！	239161	901	206	926	206	860	2880	901	258
84416157	BV1S7411Y7Yd	1579597900	【眉山论剑】为什么刺杀伊朗高官，说明美国已经变得非常危险	07:11	眉山论剑0121  警惕美国内斗引发世界乱局	752244	2437	3433	8984	3433	6400	31228	2437	2957
97841391	BV1gE411A7tp	1584687428	【眉山论剑】西方又提“中国病毒”？请他们先说清楚梅毒是哪来的【补3.5】	13:55	眉山论剑：梅毒种族歧视和非理性历史	484991	914	9367	14396	9368	7132	38126	914	3564
70563687	BV1FE411f7n1	1570526717	【眉山论剑】什么是制度优势？就是连晚饭花样都比别人多！	10:48	眉山论剑·陈平：新中国的农业奇迹	446494	1906	4527	6567	4528	4428	17585	1906	1339
73047455	BV1hE41127yz	1571740544	【眉山论剑】西方把诺奖发给扶贫是进步，但离中国的成果还差得远	16:19	【眉山论剑1022】 修正主义的诺贝尔经济学奖	426554	2004	7041	8113	7041	5048	18386	2004	2142
53874060	BV1H4411W7aB	1559040161	【眉山论剑】中国人奋斗70年，就是为了再也不签美国提出的这种“合约”	09:03	眉山论剑：美国是如何打着法治旗号，想要逼迫中国接受一份不平等“合约”的？	505686	2194	5046	9230	5047	5204	16691	2194	2216
20281131	BV1AW411x7Ng	1519998087	眉山论剑：今年春节，我给外孙讲了当年只带5美元闯荡美国的故事	09:45	陈平老师春节红包系列第三集	102926	374	849	1384	849	1244	2486	374	192
21834305	BV17W411K7Hn	1523181935	专访陈平：美国持续贸易逆差是由历史原因造成的	02:00	陈平老师为大家分析美国贸易逆差的历史原因	62779	700	234	470	234	757	1250	700	197
71322051	BV19E411k7Wg	1571139459	【眉山论剑】赢过美国这个棋手，才能彻底解开香港这个乱局	09:41	眉山论剑：香港动乱和贸易战	497192	31	22	19649	22	8542	31316	31	4894
81447198	BV1sJ411h7Bi	1577790294	【眉山论剑】这次香港动乱，不正是我们研究西方制度问题的机遇？	16:23	陈平眉山论剑：观察香港动乱的反常现象之二	387476	1791	5082	14518	5082	6936	26877	1793	2699
87571942	BV1b7411t7iW	1581164720	【眉山论剑】这次疫情带来的教训：“层层上报”耽误了最佳时机	08:26	眉山剑客·陈平：管控疫情要及时总结体制改革经验	869548	1777	7829	38229	7829	15579	61218	1777	18760
36245983	BV1Jt41117Uv	1542536829	陈平演讲：我见证和参与了改革开放，更相信中国人能引领未来	35:34	11月2日“一勺思想圆桌会·选择的智慧——40年改革路”现场活动下半场：陈平教授演讲。	277584	1467	8141	10646	8142	8762	10900	1468	3703
20099846	BV1fW41147Wi	1519656907	眉山论剑：外国将自己的英雄美化成神，中国也可以打造自己的英雄精神	10:57	陈平眉山论剑，春节红包系列第二。	80738	1165	1073	962	1073	1019	1751	1164	161
91661542	BV1u7411M7CB	1582631646	【眉山论剑】疫情之下，中国如何发掘真正能上一线的人才？	04:39	眉山论剑：利用危机发现人才的历史经验	415386	1393	3257	7487	3257	4728	25092	1393	2413
19133864	BV1DW411H7UD	1517744362	眉山论剑：想摸着毛熊鹰酱过河，一定要先搞清楚它们是怎么死的	08:11	#眉山论剑#最新一期，陈平老师讲述自己的复杂系统科学理论。	121442	616	852	1770	852	1410	2354	616	251
86715081	BV1K7411W78F	1580812531	【眉山论剑】要战胜疫情，中国现在需要敢于担当的人	07:36	眉山论剑·陈平：打赢非常时期的人民战争	480431	2576	3776	13132	3776	6030	32237	2576	5981
49549716	BV1Gb41157Uu	1555489170	【眉山论剑】在美国眼里如果竞争不过中国，那只能是中国作弊了	05:03	眉山论剑·陈平：反驳不公平竞争指控	178209	1145	1379	2207	1380	1599	5534	1145	274
74031654	BV1KE41187sV	1572611482	【眉山论剑】陈平老师分析香港问题7合1完整版【收藏向】	78:34	眉山论剑·陈平：香港问题完整版	1637567	115	94	70848	94	97228	82414	115	36911
242838105	BV1Ne411s76r	1587469519	【眉山论剑】特朗普是否会发动战争来转移矛盾？那会让美国军火工业更快崩溃！	09:48	眉山论剑：军备竞赛的局限性	705192	2107	5184	13145	5189	6796	46758	2107	3144
52454490	BV1q4411E79f	1557825972	【眉山论剑】美国副总统说美国“再造”了中国，我反正笑了	05:33	眉山论剑·陈平：美国副总统彭斯口出狂言：美国再造了中国经济	264076	1691	3559	4777	3559	2651	9571	1691	938
93442951	BV1EE411478E	1583239318	【眉山论剑】疫情中的反思：中国医疗为何应该坚持公有制？	10:29	眉山论剑·陈平：中国医疗制度为何应该坚持公有制为主	688362	2384	9663	28352	9664	12483	51909	2384	9464
65891322	BV1x4411q7JL	1567076424	【眉山论剑·番外】要理解中西艺术的差别，就要先理解背后的人	08:13	眉山论剑·番外：中西画作的作者对意境产生了如何的影响？	126997	500	732	1729	732	1655	6185	500	296
34563119	BV1nt411d77C	1540449290	注意注意！本周六晚观天下 陈平老师B站直播！	00:54	没错，就在本周六晚，陈平老师再度做客观天下直播 为大家分析中美竞争共存的演变趋势 请牢记暗号：10月27日晚7点  我们直播见！	29748	237	31	144	31	178	1827	237	65
69761269	BV1cE411Q7an	1570003045	【国庆特别合集（一）】【建国伟业】【范勇鹏·张旭东·马前卒·姚洋·陈平】	45:03	观视频工作室国庆特别合集第一期：建国伟业	182114	522	1816	3772	1816	5473	7871	522	809
80389490	BV1gJ411x7ai	1577109295	【答案茶话会03】陈平唐毅南：做大佬的学生究竟什么感觉？	62:00	观视频2019答案年终秀C场茶话会  本场嘉宾：陈平，唐毅南	223391	726	4818	4167	4818	4890	10712	726	812
29768893	BV1JW41197NM	1534671706	眉山论剑：想要组建反华联盟，美国能找到帮手吗？	09:14	眉山论剑：中国应该如何看待反华联盟	385778	1260	2116	2475	2116	2579	6039	1260	610
64586135	BV1T4411d7cK	1566298288	【眉山论剑】失去希望的不是香港经济，而是那些没了志气的香港人	12:19	陈平【眉山论剑】香港闹剧的经济原因	283186	2344	337	5890	337	3287	13018	2344	2163
18516926	BV1ZW411v7zk	1516432426	眉山论剑：当物理学家开始讨论经济，传统经济学还站得住脚吗？	07:16	#眉山论剑#  今天，陈平老师为我们讲述，如何应用物理学的眼光，去评价经济学理论。	113624	1035	1153	3418	1153	2150	2694	1035	550
795377296	BV1UC4y1p7N8	1587725575	【眉山论剑】遇上新冠病毒，会让美国金融霸权加速“死亡”吗？	10:30	眉山论剑：美国金融霸权的陨落	508308	1929	5704	15066	5709	7848	40909	1930	3544
57593904	BV1dx411X7TR	1562065698	【眉山论剑】当年苏联就提出国际分工，但中国有个人一眼看明白了……	06:47	陈平谈国际分工与国家安全。	470922	1724	2852	5826	2852	5784	13873	1724	1624
31142989	BV1rW411Z7Zp	1536136521	眉山论剑：只有中国人自己知道，这几十年我们一路爬过了多少个坑	09:21	眉山论剑·改革开放40周年：争议中的改革开放	269849	966	1768	3785	1768	3571	5976	966	1133
34569216	BV1nt411d79i	1540456647	眉山论剑：有人说我们偷技术？你送个核反应堆给菲律宾有用吗？	06:06	纳瓦罗所谓中国“搞死”美国，靠谱吗？	455166	1101	1720	6287	1720	3516	10592	1101	798
285084048	BV1Wc411h7cH	1585912555	【眉山论剑】为什么说新冠疫情，再次戳破了西方“市场经济”神话？	05:17	眉山论剑：市场经济的神话	696835	4805	3549	13764	3549	5523	51324	4805	1908
83387623	BV1XJ411E7uK	1578993227	【答案2.5】陈平问答：香港废青根本不懂美国，我们要懂！	33:37	答案年终秀  陈平老师问答专场	924267	1951	17994	17642	18002	21649	37916	1951	7259
66470084	BV1m441117EJ	1567506095	【眉山论剑】在背后搞乱香港的那批人，恰恰是特朗普最想开掉的人	15:44	眉山论剑·陈平：香港风波背后的身影	931868	3004	0	36188	0	22263	50399	3004	15403
79624495	BV1XJ41167mn	1576589362	【眉山论剑】谈了那么多次香港，今天提一个问题请大家思考	17:31	眉山论剑1217  以香港为例：发现问题，解决问题	634677	3098	11376	16163	11376	7578	32688	3098	2323
48095404	BV1kb411p7QU	1554216276	眉山论剑：为什么美国内斗越是激烈，反而越可能对中国动手？	06:56	眉山论剑：陈平老师如何看待“通俄门”事件平息后的中美关系走向？	500748	1047	1520	3157	1521	2932	10793	1047	708
62460770	BV1Ct411K7NL	1565087726	【眉山论剑】中国用市场换技术，西方赚了钱回头却反咬中国偷技术？	10:11	眉山论剑：市场换技术	184212	1560	158	4403	158	2425	10107	1560	581
99603167	BV1J7411y7Bm	1585236122	【眉山论剑】美国还在想着怎么甩锅，中国该思考怎么抢占主动权了	08:11	眉山论剑：疫情的舆论战和美国股市动荡	657416	1105	5002	14602	5002	7007	43646	1105	3553
67233959	BV1dJ411N7SG	1568109473	【眉山论剑】看着美国人替香港“想办法”，可把大家逗乐了	11:15	眉山论剑·陈平：美国的香港方案	632693	1473	5057	14472	5057	6994	27389	1473	3693
55287400	BV1x4411K7wy	1560256517	【眉山论剑】有人说我总批评美国，那今天我也给美国提三条建议	09:33	陈平·眉山论剑：给美国的三点建议	299101	1959	512	6621	512	3442	12613	1959	758
34929846	BV1eb411A7CV	1540889239	【观天下第34期】 陈平：中美竞争共存的演变趋势	64:31	观察者网的老朋友、经济学家陈平再度做客“观天下”讲坛，分析中美两国竞争共存的演变趋势。	984467	2550	22740	22877	22747	31613	27473	2550	9689
51745544	BV1f4411e7ac	1557230713	【眉山论剑】中国国企没效率？它们服务的是国家，不是股东	06:47	眉山论剑·陈平：国企效率争议之谜	251924	1625	1489	3633	1489	3199	8816	1625	851
22247932	BV1EW411j7Ac	1524054937	【观天下第18期】陈平：中国经济改革之路 对话斯密及马恩列斯	116:54	观天下讲坛第18期陈平讲座内容，主题为《中国经济改革之路：对话斯密及马恩列斯》	392989	1994	12608	10753	12608	17556	9270	1994	3427
78152802	BV1GJ411i7bu	1575550727	【眉山论剑】香港区域选举结果，你到底看明白了吗？	16:24	眉山论剑·加更  香港区域选举	671921	3529	11988	13165	11988	7525	30581	3529	4531
85731200	BV1X7411q7B8	1580381142	【眉山论剑】抗击病毒同时，警惕有人想趁机做空中国经济！	04:49	眉山论剑：警惕有人趁中国抗击疫情做空中国经济	754798	178	0	15836	0	7341	44960	178	8685
46750026	BV1bb411E7ii	1552994829	眉山论剑：我说美国必败，就有人觉得是我刺激了美国打贸易战？	10:18		377693	1779	2822	5625	2822	3652	11042	1779	1113
53176114	BV1o4411j71H	1558437770	【眉山论剑】面对别的挑战者美国为什么不惊恐，偏偏全力针对中国？	10:08	眉山论剑：代谢增长论看贸易战本质	699764	1642	3811	10963	3811	6973	20592	1642	2395
87129143	BV1x7411h7w9	1580984867	【眉山论剑】香港有人要“封关”？我建议广东政府这么做……	04:08	眉山论剑：对香港封关的公开建议	617873	1846	2456	8618	2456	3721	30815	1846	2132
540129788	BV1ci4y187Hk	1586264999	【眉山论剑】面对新冠疫情，看看谁是人民政府，谁才是专制政府？	11:16	眉山剑客：自由与自律，民主与协作	700636	3763	11286	31999	11294	12454	67665	3763	6628
582830610	BV1B64y1T7z7	1586953640	【眉山论剑】美国正在输掉三场战争，而中华文明会给出新答案	11:40	眉山论剑：美国正在输掉三场战争	762109	5153	11149	20512	11157	9285	58681	5153	4477
32046585	BV1BW41167kb	1537358224	眉山论剑：全世界人才都给西方打工，但偏偏中国人不甘心	10:51	眉山论剑·改革开放特别篇第五集：中国改革开放的三个奇迹	477003	1512	3530	4204	3533	4516	9052	1512	1310
31853012	BV1hW411k7pA	1537089664	眉山论剑：在别人眼里，这四十年简直是中国人开挂跳关……	11:44	眉山论剑·改革开放四十年特别篇系列第四集：改革开放的三个阶段	796100	1652	6240	10031	6243	12122	17821	1653	4957
63401020	BV1a4411Q7PX	1565690797	【眉山论剑】中国未来竞争者是谁？美国：没错……印度：正是在下！	07:35	眉山论剑：中国未来的真正竞争者是谁？	864635	3202	2104	7565	2108	6655	23857	3204	2996
47418938	BV14b411t7E2	1553602690	【眉山论剑】美国：我不让你卖，中国产品不就变成过剩产能了吗？	11:05	眉山论剑：规模经济的得与失	580274	1473	2601	11976	2601	6778	20893	1473	1546
25624743	BV1Ks411j7zM	1529998932	眉山论剑：有人把西方经济学当成普世价值？再读读马克思吧！	07:44	眉山论剑：马克思经济学新解	199765	2586	1480	2428	1480	3078	3760	2586	751
84797170	BV1d7411a73y	1579830710	陈平老师来给大家拜年啦！	02:59	陈平老师新春拜年视频	192416	1195	2994	6137	2994	1545	24211	1195	1081
79016055	BV1JJ411C7YF	1576162038	【答案02】陈平年终演讲完整版：金融开放的挑战和机遇	68:39	观视频2019答案年终秀——陈平现场演讲完整版：金融开放的挑战和机遇	1654312	6526	50903	121663	50926	97781	106090	6529	48286
48793710	BV1Bb411T7wR	1554796917	眉山论剑：和美国贸易谈判，中国千万不要走了当年日本的老路	04:51	眉山论剑：中美贸易谈判鹿死谁手	296781	1241	1249	4435	1249	2890	9204	1241	754
31470856	BV1LW411C7nU	1536569448	眉山论剑：中国改革的成功经验，美国也能学吗？	09:56	眉山论剑：改革开放的经验与启示	177751	259	429	4049	429	2508	5365	259	660
56007432	BV1U4411G7vA	1560858526	【眉山论剑】一代代中国学子心里有“以天下为己任”这句话，才能有今天的中国	05:41	眉山论剑：高考结束了，陈平老师对大家选专业有什么建议？来听听陈老师的回忆吧……	210545	1251	1544	4908	1544	3991	9715	1251	1382
200379632	BV1dz411B7ke	1588073255	【眉山论剑】疫情引发的危机刚刚开始，美国就算分裂都不算最惨的	11:26	眉山论剑·陈平：对世界局势的三种估计（上）	587594	3534	8969	14499	9123	7723	44453	3537	4384
30887702	BV19W411f7FB	1535798052	眉山论剑：西方说学他们的制度就能赶超他们，有些国家真信了	07:24	眉山论剑·改革开放专辑：改革开放不是简单开放	198840	1784	1499	2351	1499	2413	4149	1784	758
99012158	BV1B741127oi	1585051572	【眉山论剑】有人说赵立坚的质疑是阴谋论？请先看看美国历史上干过什么	08:36	陈平·眉山论剑：从赵立坚问题看美国军事战略	665839	4085	6075	20735	6075	10681	51681	4085	11562
70445647	BV19J411F71b	1570437819	【眉山论剑·高能时刻】陈平老师讲过哪些金句？官方笔记来了！	05:08	陈平老师金句太多，今天小勺子就来帮大家整理一个官方版本~~~	233909	460	697	2907	697	2764	9300	460	507
80481314	BV1dJ411p7Ut	1577193550	【眉山论剑】为什么香港废青的“诉求”，连西方媒体都不愿提起？	15:04	眉山论剑·陈平：观察香港动乱的反常现象	588571	1024	6673	22409	6673	9557	35706	1024	2461
88259235	BV197411574P	1581475364	【眉山论剑】对于打好疫情之下的经济战，我有这几条建议	12:46	眉山论剑：对各部位的紧急措施建议	393267	2153	4362	12847	4362	6253	28616	2153	4521
92197546	BV1p7411N7Lt	1582812708	【眉山论剑】这一次疫情，提醒我们中国人不能丢了战备思维	07:55	眉山论剑·陈平：向西方学习战备训练经验	671374	3170	6750	7951	6752	5058	32043	3170	2853
58475178	BV14x411Z7wN	1562665629	【眉山论剑】只要美国坚持当霸权国家，中国就坚持当“发展中国家”	11:39	眉山论剑：看过Trish和刘欣的辩论之后，陈平老师对中国媒体如何回击美国媒体有一些建议。	403336	1330	911	5599	911	4380	13749	1330	1158
61451827	BV1ht411c7Hp	1564489145	【眉山论剑】40年前我还是一位学生，中央却要我写一篇文章讲改革……	13:01	眉山论剑·陈平：如何理解陈平老师的新书《代谢增长论》？这要从40年前的一篇文章说起……	382225	1526	4795	15348	4795	9854	20628	1527	4014
36324764	BV1Yt41117RR	1542628413	陈平问答：遇到经济下行，靠西方主流经济学能帮中国吗？	07:04	11月2日“一勺思想圆桌会·选择的智慧——40年改革路”现场活动下半场：陈平教授问答第一集。	142164	1056	966	2775	966	2255	4184	1056	929
59431206	BV18t411G7Wi	1563277650	【眉山论剑】有经济学家说中国产业政策没用？特朗普：那我在怕啥？	11:08	眉山论剑7.16：全球竞争与产业政策	221806	1520	452	4776	452	3025	9842	1520	632
74647131	BV1qE411B7ss	1572949476	【眉山论剑】每次西方打包票中国经济要崩溃，中国就又有创新了	14:06	眉山论剑：新中国的金融创新	503010	254	475	12107	475	6667	25490	254	2208
20339136	BV1JW411x7ik	1520112170	眉山论剑：想要超越西方话语权，需要每个中国人都参与进来！	09:46	眉山论剑春节红包之4	114615	1574	2554	1953	2554	1685	2896	1574	397
97842081	BV1gE411A7kS	1584689999	【眉山论剑】从“外国人永居权”问题展开，思考全球移民问题【3.10】	16:13	眉山论剑：全球化的移民问题与虚伪的自由观	336025	530	7256	13077	7262	8200	29117	530	3777
89919526	BV1H7411L7C8	1582026088	【眉山论剑】特殊时期信息如何管控？同样可以看看美国怎么做的！	08:45	眉山论剑·陈平：西方管控信息的经验值得借鉴	373176	1444	2654	5983	2654	3810	20199	1444	2327
78760443	BV1hJ411y7pP	1575975979	【眉山论剑】中国会被美国剪羊毛？先破金融炼金术！	08:46	眉山论剑·剑指金融第四期：  检验诺贝尔金融理论，谨防金融风险	458087	1800	3926	9247	3926	5318	21578	1800	1788
69921246	BV1DE411Q7NL	1570105323	【国庆特别合集（二）】【关键抉择】【张维为·陈平·文一·孟捷·袁岚峰】	100:42	观视频工作室国庆特别合集第二期：关键抉择	240305	64	3892	4653	3892	6879	8984	64	1178
455312953	BV1o5411t74C	1587126033	【眉山论剑】用人民币国债取代美元国债，走出分解美元霸权第一步	12:09	眉山论剑：分解美元市场	692990	3168	8256	16752	8262	8313	45919	3170	4150
21580327	BV1hW411T7cw	1522732384	【观天下预告】假如马恩列斯还活着，看陈平老师如何与大佬们对话	01:49	如何检验中国改革开放40年以来的经验？不同的经济学流派在不同的理论框架下会得出不同的结论。如果能够把经济学方面的大佬齐聚一堂，如果亚当·斯密、马克思、恩格斯，甚至是列宁、斯大林还活着，他们会如何看待中国的经济改革？中国经济改革的经验对世界又有何种启发呢？4月7日14:00—17:00我们将邀请陈平老师为大家解疑答惑。届时观察者网也将在B站和微博同步直播，欢迎大家围观。 现场报名链接http://www.huodongxing.com/event/1433537734800	40547	1202	208	173	208	470	755	1202	135
83404828	BV1TJ411J787	1579008571	【眉山论剑】美国国防部在对金融战做预演，中国做好准备了吗？	10:33	眉山论剑·剑指金融：非均衡金融市场背后的超限战	458986	988	2627	7886	2627	5259	21831	988	1774
82460243	BV1jJ41157PF	1578397374	【眉山论剑】为什么我说香港动乱，对你们年轻人反而是机遇？	12:51	眉山论剑·陈平：香港动乱之于学术研究的新机遇	770262	3172	8621	30062	8621	16002	48206	3172	5799
82424567	BV1TJ41157Gs	1578377762	陈平：不懂美国政治的特朗普，还能当选吗？	38:13	中美政治都有个潜规则，就是能做不能说，凡事先说出来，那就什么都做不成了。要想缓和美俄关系，最好学基辛格一样，先私下秘密谈判，生米煮成熟饭，后面大家都说好，想反对也来不及了。而特朗普不懂美国政治，还没做就先吹，结果立马四面楚歌。	832967	3062	12525	22127	12525	24128	42256	3062	10871
